x,predicted,std.error,conf.low,conf.high,group
35.1,0.15187462831226328,0.9175202219239722,-1.6464319617459195,1.950181218370446,5.98
35.1,0.5689226399123503,0.9169956730030417,-1.2283558531526797,2.36620113297738,6.77
35.1,0.9490170302314177,0.9213573373667816,-0.8568101678991941,2.7548442283620296,7.49
51.22,0.5349802255332117,0.9147709850780468,-1.2579379593219868,2.32789841038841,5.98
51.22,0.9520282371332986,0.9130268432756132,-0.8374714926051994,2.7415279668717965,6.77
51.22,1.332122627452366,0.9163011836528409,-0.4637946914986233,3.1280399464033555,7.49
75.4,1.1096386213646343,0.9195805612158144,-0.6927061595014921,2.911983402230761,5.98
75.4,1.5266866329647213,0.9160251099552843,-0.26868959148197846,3.322062857411421,6.77
75.4,1.9067810232837887,0.9176323830396624,0.10825460147838717,3.7053074450891903,7.49
