x,predicted,std.error,conf.low,conf.high,group
5.98,53.62728409188558,7.311405217642745,39.297193188927565,67.95737499484359,1
6.77,56.66820353831593,7.247001862861572,42.46434089121257,70.87206618541929,1
7.49,59.439674426201826,7.316011987827697,45.10055441959626,73.7787944328074,1
