x,predicted,std.error,conf.low,conf.high,group
13.38,1751.761851978684,63.471614751392536,1627.3597730253534,1876.1639309320146,1
13.68,1757.7044873491666,63.396381768649945,1633.449862332461,1881.9591123658722,1
13.86,1761.270068571456,63.45001099044986,1636.9103322115038,1885.6298049314082,1
